lemme,freqlemfilms2,freqfilms2,CECRL,TO_REMOVE,Category_Informal,Category_Formal,Category_Top100,Category_Top500,Category_Administrative_Legal,Category_Office_Work,Category_Customer_Service,Category_Manufacturing_Industry,Category_Construction_Work,Category_Maintenance_Repair,Category_Cooking_Catering,Category_Health_Medical,Category_Tourism_Hospitality,Category_Sports
immuniser,"1,96",0,B1,,,,,,,,,,,,,X,,
tortiller,"1,96","0,01",C2,,,,,,,,,,,,,,,
aménager,"1,95","0,02",B1,,,,,,,,,,X,,,,,
façonner,"1,95","0,14",B2,,,,,,,,,X,,,,,,
immerger,"1,95","0,17",C2,,,,,,,,,,,,,,,
chagriner,"1,94",0,C1,,,,,,,,,,,,,,,
débouler,"1,94","0,01",C2,,X,,,,,,,,,,,,,
déloger,"1,94","0,18",B2,,,,,,,,,,,,,,,
tonner,"1,94","0,14",C2,,,,,,,,,,,,,,,
coïncider,"1,93","0,11",C1,,,,,,,,,,,,,,,
diagnostiquer,"1,93",0,B1,,,,,,,,,,,,,X,,
narguer,"1,93",0,C2,,,,,,,,,,,,,,,
valser,"1,93",0,C2,,,,,,,,,,,,,,,
casquer,"1,92",0,C2,,X,,,,,,,,,,,,,
recourir,"1,92","0,1",C2,,,,,,,,,,,,,,,
soudoyer,"1,92","0,04",C2,,,,,,,,,X,,,,,,
épauler,"1,92","0,01",C2,,,,,,,X,,,,,,,,
aplatir,"1,91","0,32",C2,,,,,,,,,X,,,X,,,
dédicacer,"1,91","0,54",C2,,,,,,,,,,,,,,,
ériger,"1,91","0,1",C2,,,X,,,,,,,X,,,,,
bouillonner,"1,9","0,01",C2,,,,,,,,,,,,X,,,
boumer,"1,9",0,C2,,,,,,,,,,,,,,,
chopper,"1,9","0,34",C2,,X,,,,,,,,,,,,,
cibler,"1,9","0,01",C1,,,,,,,X,,,,,,,,
déléguer,"1,9","0,21",B2,,,,,,,X,,,,,,,,
facturer,"1,9","0,52",A2,,,,,,X,X,,,,,,,,
pister,"1,9",0,C2,,,,,,,,,,,,,,,
redémarrer,"1,9",0,B1,,,,,,,,,,,X,,,,
sucrer,"1,9",0,A2,,,,,,,,,,,,X,,,
baratiner,"1,89","0,03",C2,,X,,,,,,X,,,,,,,
manoeuvrer,"1,89",0,B2,,,,,,,,,,X,,,,,
parfumer,"1,89",0,C1,,,,,,,,,,,,X,,,
attiser,"1,88","0,01",C2,,,,,,,,,,,,,,,
canaliser,"1,88",0,C1,,,,,,,,,,X,,,,,
refouler,"1,88",0,C2,,,,,,,,,,,,,,,
affranchir,"1,87","0,36",C2,,,,,,,X,,,,,,,,
bâiller,"1,87","0,01",C2,,,,,,,,,,,,,,,
débiter,"1,87",0,A2,,,,,,,,,X,,,,,,
gager,"1,87","0,85",C2,,X,,,,,,,,,,,,,
poireauter,"1,87",0,C2,,X,,,,,,,,,,,,,
vaciller,"1,87","0,1",C2,,,,,,,,,,,,,,,
accoster,"1,86","0,11",C2,,,,,,,,,,,,,,,
cribler,"1,86","0,01",C2,,,,,,,,,X,,,,,,
exalter,"1,86",0,C1,,,X,,,,,,,,,,,,
fricoter,"1,86","0,01",C2,,X,,,,,,,,,,,,,
perpétrer,"1,86","0,01",C2,,,X,,,,,,,,,,,,
spéculer,"1,86","0,01",C2,,,,,,,,,,,,,,,
gigoter,"1,85",0,C2,,X,,,,,,,,,,,,,
bonder,"1,84",0,C2,,X,,,,,,,,,,,,,
déambuler,"1,84","0,01",C2,,,,,,,,,,,,,,,
empoigner,"1,84","0,04",C2,,,,,,,,,,,,,,,
failler,"1,84","0,01",C2,,,,,,,,,,,,,,,
régénérer,"1,84","0,6",B2,,,,,,,,,,,,,X,,
assombrir,"1,83","0,33",C2,,,,,,,,,,,,,,,
brusquer,"1,83",0,C2,,,,,,,,,,,,,,,
confiner,"1,83",0,C2,,,,,,,,,,,,,X,,
démanteler,"1,83","0,68",C2,,,,,,,,,,X,,,,,
photocopier,"1,83","0,4",A2,,,,,,,X,,,,,,,,
surestimer,"1,83","0,34",B2,,,,,,,,,,,,,,,
tarir,"1,83","0,28",C2,,,,,,,,,,,,,,,
glorifier,"1,82","0,01",C2,,,X,,,,,,,,,,,,
corser,"1,81","0,14",C2,,X,,,,,,,,,,X,,,
envoûter,"1,81",0,C2,,,,,,,,,,,,,,,
focaliser,"1,81","0,52",C1,,,,,,,,,,,,,,,
injurier,"1,81",0,C2,,,,,,,,,,,,,,,
palper,"1,81",0,C2,,,,,,,,,,,,,X,,
saturer,"1,81","0,01",C2,,,,,,,,,,,,,X,,
seller,"1,81",0,C2,,,,,,,,,,,,,,,X
stipuler,"1,81","0,21",C2,,,X,,,,,,,,,,,,
épouvanter,"1,81",0,C2,,,X,,,,,,,,,,,,
abouler,"1,8","1,43",C2,,X,,,,,,,,,,,,,
déstabiliser,"1,8","0,02",B2,,,,,,,,,,,,,,,X
hocher,"1,8","0,16",C2,,,,,,,,,,,,,,,
préconiser,"1,8",0,C2,,,X,,,,,,,,,,X,,
ancrer,"1,79","0,1",C2,,,,,,,,,,X,,,,,
concéder,"1,79","0,75",C2,,,,,,,,,,,,,,,
durcir,"1,79","0,14",C2,,,,,,,,,X,X,,,,,
empiler,"1,78",0,C2,,,,,,,,,X,,,,,,
flétrir,"1,78","0,32",C2,,,,,,,,,,,,,,,
peler,"1,78",0,C2,,,,,,,,,,,,X,,,
papoter,"1,77","0,02",C2,,X,,,,,,,,,,,,,
plomber,"1,77",0,C2,,,,,,,,,,X,X,,,,
recycler,"1,77","0,02",A2,,,,,X,,,,X,,,,,,
scintiller,"1,77","0,01",C2,,,,,,,,,,,,,,,
vernir,"1,77","0,66",C2,,,,,,,,,X,,,,,,
hausser,"1,76",0,C2,,,,,,,,,,,,,,,
imprégner,"1,76","0,25",C2,,,,,,,,,X,,,,,,
seconder,"1,76",0,B2,,,,,,,X,,,,,,,,
tapiner,"1,76","0,01",C2,,X,,,,,,,,,,,,,
égaliser,"1,76",0,C2,,,,,,,,,,X,,,,,X
acclamer,"1,75",0,C2,,,,,,,,,,,,,,X,X
communier,"1,75",0,C2,,,,,,,,,,,,,,,
fracturer,"1,75",0,B1,,,,,,,,,,,,,,,
mouvoir,"1,75","0,02",C2,,,X,,,,,,,,,,,,
prosterner,"1,75","0,01",C2,,,X,,,,,,,,,,,,
regorger,"1,75","1,34",C2,,,,,,,,,,,,,,,
sectionner,"1,75",0,C2,,,,,,,,,,,,,X,,
seoir,"1,75",0,C2,,,X,,,,,,,,,,,,
titrer,"1,75","1,1",C2,,,,,,,,,X,,,,,,
écrier,"1,75","0,35",C2,,,,,,,,,,,,,,,
croupir,"1,74","0,1",C2,,,,,,,,,,,,,,,
engrosser,"1,74",0,C2,,X,,,,,,,,,,,,,
fêler,"1,74",0,C2,,,,,,,,,,,,,,,
marmonner,"1,74","0,14",C2,,X,,,,,,,,,,,,,
allaiter,"1,73","0,14",B1,,,,,,,,,,,,,X,,
déboussoler,"1,73",0,C2,,X,,,,,,,,,,,,,
dépérir,"1,73","0,36",C2,,,,,,,,,,,,,,,
enrayer,"1,73","0,01",C2,,,,,,,,,,,X,,X,,
rugir,"1,73",0,C2,,,,,,,,,,,,,,,
répertorier,"1,73","0,03",C2,,,,,,,X,,,,,,,,
engourdir,"1,72","0,39",C2,,,,,,,,,,,,,X,,
recaler,"1,72",0,C2,,X,,,,,,,,,,,,,
adjoindre,"1,71",0,C2,,,,,,,,,,,,,,,
dépourvoir,"1,71","0,8",C2,,,X,,,,,,,,,,,,
rétracter,"1,71","0,01",C2,,,,,,,,,,,,,,,
téter,"1,71","0,64",C2,,,,,,,,,,,,,X,,
blottir,"1,7","0,22",C2,,,,,,,,,,,,,,,
incarcérer,"1,7","0,06",B2,,,X,,,,,,,,,,,,
amortir,"1,69","0,51",C2,,,,,,,,,,,,,,,
approfondir,"1,69","0,13",C1,,,,,,,,,,,,,,,
calomnier,"1,69","0,02",C2,,,,,,,,,,,,,,,
circoncire,"1,69","0,53",C2,,,,,,,,,,,,,X,,
dessoûler,"1,69",0,C2,,X,,,,,,,,,,,,,
fredonner,"1,69",0,C2,,,,,,,,,,,,,,,
interposer,"1,69","0,1",C2,,,,,,,,,,,,,,,
opprimer,"1,69","0,01",C2,,,,,,,,,,,,,,,
patauger,"1,69","0,42",C2,,X,,,,,,,,,,,,,
détériorer,"1,68","0,01",C2,,,,,,,,,,,,,,,
induire,"1,68",0,C2,,,,,,,,,,,,,,,
périmer,"1,68","0,02",B2,,,,,,,,,,,,,,,
cramponner,"1,67",0,C2,,X,,,,,,,,,,,,,
enthousiasmer,"1,67",0,B2,,,,,,,,,,,,,,,
profiler,"1,67",0,C2,,,,,,,,,X,,,,,,
recompter,"1,67",0,B2,,,,,,,X,,,,,,,,
sommeiller,"1,67",0,C2,,,,,,,,,,,,,,,
stationner,"1,67",0,A2,,,,,,,,,,,,,,,
conspirer,"1,66","0,06",C2,,,,,,,,,,,,,,,
forer,"1,66","0,02",C2,,,,,,,,,,X,,,,,
ruminer,"1,66","0,01",C2,,,,,,,,,,,,,,,
rééduquer,"1,66",0,B2,,,,,,,,,,,,,X,,
sursauter,"1,66","0,22",C1,,,,,,,,,,,,,,,
tamponner,"1,66",0,B1,,,,,,,,,,,,,,,
vacciner,"1,66","0,18",B1,,,,,,,,,,,,,X,,
brouter,"1,65",0,C2,,,,,,,,,,,,,,,
chiffonner,"1,65",0,C2,,X,,,,,,,,,,,,,
dégourdir,"1,65","0,16",C2,,X,,,,,,,,,,,,,X
empresser,"1,65","0,13",C2,,,,,,,,X,,,,,,,
entêter,"1,65",0,C2,,,,,,,,,,,,,,,
réanimer,"1,65","0,01",B1,,,,,,,,,,,,,X,,
adjuger,"1,64","0,05",C2,,,X,,,,,,,,,,,,
palpiter,"1,64",0,C2,,,,,,,,,,,,,,,
troquer,"1,64","0,03",C2,,,,,,,,,,,,,,,
amplifier,"1,63",0,C2,,,,,,,,,,,,,,,
dérouter,"1,63",0,C2,,,,,,,,,,,,,,,
mortifier,"1,63",0,C2,,,X,,,,,,,,,,,,
muer,"1,63","0,14",C2,,,,,,,,,,,,,,,
pioncer,"1,63","0,28",C2,,X,,,,,,,,,,,,,
scotcher,"1,63","0,01",C2,,X,,,,,,,,,,,,,
conformer,"1,62",0,B2,,,,,,,,,,,,,,,
daller,"1,62","1,19",C2,,,,,,,,,,X,,,,,
exhumer,"1,62",0,C2,,,X,,,,,,,,,,,,
trimbaler,"1,62",0,C2,,X,,,,,,,,,,,,,
discréditer,"1,61","0,01",B2,,,,,,,,,,,,,,,
entonner,"1,61",0,B1,,,,,,,,,,,,,,,
adonner,"1,6",0,C2,,,X,,,,,,,,,,,,
lister,"1,6","1,07",A2,,,,,,,X,,,,,,,,
remorquer,"1,6",0,C1,,,,,,,,,,,X,,,,
appâter,"1,59","0,01",C2,,,,,,,,,,,,,,,
givrer,"1,59","0,01",C2,,,,,,,,,,,,X,,,
rembobiner,"1,59","1,1",C2,,,,,,,,,,,,,,,
siroter,"1,59",0,C2,,X,,,,,,,,,,,,,
zigouiller,"1,59",0,C2,,X,,,,,,,,,,,,,
castrer,"1,58","0,47",C2,,,,,,,,,,,,,X,,
conditionner,"1,58","0,02",C1,,,,,,,,,X,,,,,,
jacasser,"1,58","0,01",C2,,X,,,,,,,,,,,,,
pédaler,"1,58","0,01",B2,,,,,,,,,,,,,,,X
transgresser,"1,58",0,C2,,,X,,,,,,,,,,,,
clignoter,"1,57",0,B2,,,,,,,,,,,,,,,
découler,"1,57",0,C2,,,,,,,,,,,,,,,
taillader,"1,57",0,C2,,,,,,,,,,,,,,,
crypter,"1,56","0,01",C2,,,,,,,,,,,,,,,
disséquer,"1,56","0,29",C2,,,,,,,,,,,,,X,,
dorloter,"1,56","0,01",C2,,X,,,,,,,,,,,X,,
immiscer,"1,56","0,15",C2,,,X,,,,,,,,,,,,
mouler,"1,56",0,C2,,,,,,,,,X,,,,,,
renouer,"1,56",0,C2,,,,,,,,,,,,,,,
visionner,"1,56","0,01",B2,,,,,,,,,,,,,,,
écoeurer,"1,56",0,C1,,X,,,,,,,,,,,,,
approvisionner,"1,55","0,02",B2,,,,,,,,,X,,,,,,
cadrer,"1,55",0,B2,,,,,,,X,,,,,,,,
emboutir,"1,55","1,01",C2,,,,,,,,,X,,,,,,
manager,"1,55","0,3",B1,,,,,,,X,,,,,,,,
mitrailler,"1,55",0,C2,,,,,,,,,,,,,,,
pervertir,"1,55","0,39",C2,,,,,,,,,,,,,,,
décontracter,"1,54",0,B2,,,,,,,,,,,,,,,
estomper,"1,54",0,C2,,,,,,,,,,,,,,,
fléchir,"1,54","0,21",C2,,,,,,,,,,,,,,,
incorporer,"1,54","0,01",B2,,,,,,,,,,,,X,,,
moucharder,"1,54",0,C2,,X,,,,,,,,,,,,,
reconquérir,"1,54","0,01",C1,,,,,,,,X,,,,,,,
replacer,"1,54","0,32",B2,,,,,,,,,,,,,,,
écourter,"1,54",0,C2,,,,,,,,,,,,,,,
abjurer,"1,53","0,14",C2,X,,X,,,,,,,,,,,,
documenter,"1,53","0,01",B1,,,,,,,,,,,,,,,
pavaner,"1,53",0,C2,,,,,,,,,,,,,,,
répliquer,"1,53","0,19",C1,,,,,,,,,,,,,,,
asphyxier,"1,52",0,B2,,,,,,,,,,,,,,,
crasher,"1,52","0,13",B2,,X,,,,,,,,,,,,,
fraiser,"1,52","0,13",C2,,,,,,,,,X,,,,,,
gorger,"1,52","0,55",C2,,,,,,,,,,,,,,,
interpeller,"1,52",0,B2,,,,,,,,,,,,,,,
nicher,"1,52","0,01",C2,,,,,,,,,,,,,,,
rebrousser,"1,52","0,01",C2,,,,,,,,,,,,,,,
réformer,"1,52",0,C1,,,,,,,,,,,,,,,
solder,"1,52","0,01",B1,,,,,,,,X,,,,,,,
subvenir,"1,52","0,03",C2,,,X,,,,,,,,,,,,
énoncer,"1,52","0,48",B2,,,X,,,,,,,,,,,,
affluer,"1,51",0,C2,,,,,,,,,,,,,,,
amadouer,"1,51",0,C2,,X,,,,,,,,,,,,,
colmater,"1,51",0,C2,,,,,,,,,,X,X,,,,
disqualifier,"1,51",0,B2,,,,,,,,,,,,,,,X
dénigrer,"1,51","0,14",C2,,,,,,,,,,,,,,,
dévaler,"1,51",0,C2,,,,,,,,,,,,,,,
reconsidérer,"1,51","0,08",B2,,,,,,,,,,,,,,,
unifier,"1,51",0,C1,,,,,,,,,,,,,,,
alterner,"1,5",0,C1,,,,,,,,,,,,,,,
retracer,"1,5","0,16",C1,,,,,,,,,,,,,,,
stériliser,"1,5",0,B2,,,,,,,,,,,,,X,,
amender,"1,49",0,C2,,,X,,,,,,,,,,,,
chambrer,"1,49","0,02",C2,,X,,,,,,,,,,X,,,
ravitailler,"1,49",0,C2,,,,,,,,,,,,,,,
zoomer,"1,49","0,58",C1,,,,,,,,,,,,,,,
ajourner,"1,48",0,C2,,,X,,,,X,,,,,,,,
ameuter,"1,48",0,C2,,,,,,,,,,,,,,,
crécher,"1,48","0,66",C2,,X,,,,,,,,,,,,,
dégringoler,"1,48","0,02",C2,,X,,,,,,,,,,,,,
parader,"1,48","0,04",C2,,,,,,,,,,,,,,,
pétrir,"1,48","0,42",B2,,,,,,,,,,,,X,,,
rassasier,"1,48",0,C2,,,,,,,,,,,,X,,,
sautiller,"1,48",0,C2,,,,,,,,,,,,,,,
surexciter,"1,48",0,B2,,,,,,,,,,,,,,,
déteindre,"1,47",0,C2,,,,,,,,,,,,,,,
feinter,"1,47",0,C2,,,,,,,,,,,,,,,X
persévérer,"1,47","0,38",C2,,,X,,,,,,,,,,,,
vaporiser,"1,47",0,C1,,,,,,,,,,,,,,,
cailler,"1,46",0,C2,,X,,,,,,,,,,X,,,
crisser,"1,46",0,C2,,,,,,,,,,,,,,,
féconder,"1,46",0,C2,,,,,,,,,,,,,,,
muscler,"1,46","0,01",B1,,,,,,,,,,,,,,,X
rabâcher,"1,46",0,C2,,X,,,,,,,,,,,,,
réfuter,"1,46","0,1",C2,,,X,,,,,,,,,,,,
marteler,"1,45",0,C2,,,,,,,,,X,,,,,,
perforer,"1,45",0,C2,,,,,,,,,X,X,,,,,
rallonger,"1,45","0,46",B2,,,,,,,,,,,,,,,
scalper,"1,45","0,01",C2,,,,,,,,,,,,,,,
amarrer,"1,44","0,08",C2,,,,,,,,,,,,,,,
prévaloir,"1,44","0,01",C2,,,X,,,,,,,,,,,,
rosir,"1,44","0,1",C2,,,,,,,,,,,,,,,
chronométrer,"1,43","0,45",B2,,,,,,,,,,,,,,,X
débusquer,"1,43",0,C2,,,,,,,,,,,,,,,
hypothéquer,"1,43","0,44",C1,,,,,,,,,,,,,,,
incomber,"1,43","0,01",C2,,,X,,,,,,,,,,,,
moudre,"1,43","0,38",C2,,,,,,,,,X,,,X,,,
remiser,"1,43",0,C1,,,,,,,,,,,,,,,
dénouer,"1,42","0,01",C2,,,,,,,,,,,,,,,
fauter,"1,42","0,28",C1,,X,,,,,,,,,,,,,
mariner,"1,42","0,1",B1,,,,,,,,,,,,X,,,
nominer,"1,42","0,25",C1,,,,,,,,,,,,,,,
obscurcir,"1,42","0,57",C2,,,,,,,,,,,,,,,
ravaler,"1,42",0,B2,,,,,,,,,,X,,,,,
brutaliser,"1,41","0,02",C2,,,,,,,,,,,,,,,
démêler,"1,41",0,B2,,,,,,,,,,,,,,,
endetter,"1,41","0,01",C1,,,,,,,,,,,,,,,
laper,"1,41",0,C2,,,,,,,,,,,,,,,
pâtir,"1,41","0,18",C2,,,,,,,,,,,,,,,
visualiser,"1,41",0,B1,,,,,,,X,,,,,,,,
bichonner,"1,4","0,02",C2,,X,,,,,,X,,,,,,,
voltiger,"1,4","0,21",C2,,,,,,,,,,,,,,,X
émerveiller,"1,4",0,C2,,,,,,,,,,,,,,X,
blairer,"1,39",0,C2,,X,,,,,,,,,,,,,
bâcler,"1,39",0,C2,,X,,,,,,,,,,,,,
estropier,"1,39",0,C2,,,,,,,,,,,,,,,
murer,"1,39","0,11",C2,,,,,,,,,,X,,,,,
sermonner,"1,39",0,C2,,,,,,,,,,,,,,,
égayer,"1,39","0,02",C2,,,,,,,,,,,,,,X,
centrer,"1,38",0,B1,,,,,,,,,,,,,,,X
consolider,"1,38",0,C2,,,,,,,,,,X,,,,,
déferler,"1,38","0,05",C2,,,,,,,,,,,,,,,
dépuceler,"1,38",0,C2,,X,,,,,,,,,,,,,
lacérer,"1,38","0,18",C2,,,,,,,,,,,,,,,
timbrer,"1,38",0,C2,,,,,,,X,,,,,,,,
crâner,"1,37",0,C2,,X,,,,,,,,,,,,,
décoiffer,"1,37",0,B2,,,,,,,,,,,,,,,
horrifier,"1,37",0,C1,,,,,,,,,,,,,,,
plancher,"1,37","0,02",C2,,X,,,,,X,,,X,,,,,
propulser,"1,37","0,01",C2,,,,,,,,,X,,,,,,
saquer,"1,37","0,03",C2,,X,,,,,,,,,,,,,
agoniser,"1,36",0,C2,,,,,,,,,,,,,,,
assimiler,"1,36",0,B1,,,,,,,,,,,,,,,
assiéger,"1,36","0,15",C2,,,,,,,,,,,,,,,
cajoler,"1,36",0,C2,,,,,,,,,,,,,,X,
canarder,"1,36","0,05",C2,,X,,,,,,,,,,,,,
décaler,"1,36",0,B1,,,,,,,X,,,,,,,,
enticher,"1,36",0,C2,,,,,,,,,,,,,,,
leurrer,"1,36","0,01",C2,,,,,,,,,,,,,,,
léser,"1,36","0,06",C2,,,,,,,,,,,,,,,
racler,"1,36",0,C2,,,,,,,,,,,,,,,
cambrer,"1,35","0,01",C2,,,,,,,,,,,,,,,
concourir,"1,35","0,03",C1,,,,,,,,,,,,,,,X
corroborer,"1,35",0,C2,,,X,,,,,,,,,,,,
extirper,"1,35",0,C2,,,,,,,,,,,,,X,,
extorquer,"1,35",0,C2,,,,,,,,,,,,,,,
obstruer,"1,35","0,01",C2,,,,,,,,,,,,,,,
octroyer,"1,35","0,41",C1,,,X,,,,,,,,,,,,
roder,"1,35","0,17",C2,,,,,,,,,,,X,,,,
agrafer,"1,34",0,A2,,,,,,,X,,,,,,,,
bomber,"1,34","0,27",C2,,,,,,,,,,,,,,,
dégouliner,"1,34",0,C2,,X,,,,,,,,,,,,,
dévisser,"1,34",0,C2,,,,,,,,,,,X,,,,
empaler,"1,34","0,13",C2,,,,,,,,,,,,,,,
intenter,"1,34","0,01",C2,,,X,,,,,,,,,,,,
panser,"1,34","0,14",C2,,,,,,,,,,,,,X,,
prôner,"1,34","0,01",C2,,,,,,,,,,,,,,,
tituber,"1,34","0,01",C2,,,,,,,,,,,,,,,
éradiquer,"1,34","0,97",C2,,,,,,,,,,,,,X,,
asservir,"1,33","0,42",C2,,,X,,,,,,,,,,,,
doper,"1,33","0,01",C2,,,,,,,,,,,,,,,X
déboutonner,"1,33","0,01",C2,,,,,,,,,,,,,,,
radier,"1,33","0,2",C1,,,,,,,,,,,,,,,
répudier,"1,33",0,C2,,,X,,,,,,,,,,,,
sodomiser,"1,33",0,C2,,,,,,,,,,,,,,,
surmener,"1,33","0,01",C2,,,,,,,,,,,,,,,
toquer,"1,33","0,1",C2,,,,,,,,,,,,,,,
défaillir,"1,32","0,01",C2,,,X,,,,,,,,,,,,
désorienter,"1,32",0,B2,,,,,,,,,,,,,,,
modérer,"1,32","0,41",B2,,,,,,,X,,,,,,,,
quadriller,"1,32",0,C2,,,,,,,,,,,,,,,
remarcher,"1,32",0,B1,,,,,,,,,,,,,,,
teinter,"1,32",0,C2,,,,,,,,,X,,,,,,
ternir,"1,32","0,35",C2,,,,,,,,,,,,,,,
vanner,"1,32","0,04",B2,,X,,,,,,,,,,,,,
ébruiter,"1,32",0,C2,,,,,,,,,,,,,,,
énumérer,"1,32","0,51",C1,,,,,,,X,,,,,,,,
barbouiller,"1,31",0,C2,,X,,,,,,,,,,,,,
cloner,"1,31","0,01",C2,,,,,,,,,,,,,X,,
cohabiter,"1,31",0,B1,,,,,,,,,,,,,,,
crépiter,"1,31",0,C2,,,,,,,,,,,,,,,
dilapider,"1,31",0,C2,,,,,,,,,,,,,,,
emmêler,"1,31",0,C2,,,,,,,,,,,,,,,
influer,"1,31","0,1",C1,,,,,,,,,,,,,,,
prospérer,"1,31","0,21",C2,,,,,,,,,,,,,,,
ressasser,"1,31",0,C2,,,,,,,,,,,,,,,
éterniser,"1,31",0,C2,,,,,,,,,,,,,,,
courser,"1,3","0,02",C2,,X,,,,,,,,,,,,,
dilater,"1,3",0,C2,,,,,,,,,,,,,X,,
perquisitionner,"1,3","0,14",C2,,,,,,,,,,,,,,,
requinquer,"1,3",0,C2,,X,,,,,,,,,,,X,,
roter,"1,3","0,23",B2,,X,,,,,,,,,,,,,
tressaillir,"1,3",0,C2,,,X,,,,,,,,,,,,
ingérer,"1,29","0,23",C2,,,X,,,,,,,,,,X,,
recenser,"1,29",0,C2,,,,,,,,,,,,,,,
retordre,"1,29","1,29",C2,,,,,,,,,X,,,,,,
réorganiser,"1,29","0,01",C2,,,,,,,X,,,,,,,,
truffer,"1,29",0,C2,,,,,,,,,,,,X,,,
étinceler,"1,29",0,C2,,,,,,,,,,,,,,,
accentuer,"1,28",0,B2,,,,,,,,,,,,,,,
dévêtir,"1,28",0,C2,,,X,,,,,,,,,,,,
fringuer,"1,28","0,02",C2,,X,,,,,,,,,,,,,
imbiber,"1,28",0,C2,,,,,,,,,,,,X,,,
onduler,"1,28",0,C2,,,,,,,,,,,,,,,
remémorer,"1,28",0,C1,,,X,,,,,,,,,,,,
scandaliser,"1,28",0,C2,,,,,,,,,,,,,,,
squatter,"1,28","0,04",C2,,X,,,,,,,,,,,,,
évincer,"1,28","0,03",C2,,,,,,,,,,,,,,,
calibrer,"1,27","0,46",C2,,,,,,,,,X,,X,,,,
chausser,"1,27",0,C2,,,,,,,,X,,,,,,,
disculper,"1,27",0,C2,,,X,,,,,,,,,,,,
policer,"1,27","1,21",C2,,,X,,,,,,,,,,,,
carboniser,"1,26",0,C2,,,,,,,,,,,,,,,
festoyer,"1,26","0,55",C2,,,X,,,,,,,,,,,X,
mander,"1,26",0,C2,,,X,,,,,,,,,,,,
morfondre,"1,26","0,34",C2,,,X,,,,,,,,,,,,
tournoyer,"1,26","0,19",C2,,,,,,,,,X,,,,,,
additionner,"1,25",0,B1,,,,,,,X,,,,,,,,
distancer,"1,25","0,57",C2,,,,,,,,,,,,,,,X
empiffrer,"1,25",0,C2,,X,,,,,,,,,,,,,
enduire,"1,25","0,01",C2,,,,,,,,,,X,,,,,
grelotter,"1,25",0,C2,,,,,,,,,,,,,,,
incriminer,"1,25",0,C2,,,,,,,,,,,,,,,
réincarner,"1,25",0,C2,,,,,,,,,,,,,,,
réprouver,"1,25",0,C2,,,X,,,,,,,,,,,,
appareiller,"1,24",0,C2,,,,,,,,,,X,,,,,
fuser,"1,24",0,C2,,,,,,,,,,,,,,,
huer,"1,24","0,09",C2,,,,,,,,,,,,,,,
pieuter,"1,24",0,C2,,X,,,,,,,,,,,,,
substituer,"1,23",0,C2,,,,,,,,,,,,,,,
télégraphier,"1,23",0,C2,,,,,,,,,,,,,,,
valider,"1,23",0,B1,,,,,,X,X,,X,,,,,,
complimenter,"1,22",0,B2,,,,,,,,,,,,,,,
intensifier,"1,22",0,C2,,,,,,,,,,,,,,,
râper,"1,22",0,C2,,,,,,,,,,,,X,,,
tranquilliser,"1,22",0,C2,,,,,,,,,,,,,X,,
électrifier,"1,22","0,01",C2,,,,,,,,,,X,,,,,
articuler,"1,21",0,B1,,,,,,,,,,,,,,,
batifoler,"1,21",0,C2,,X,,,,,,,,,,,,,
réactiver,"1,21",0,C2,,,,,,,,,,,X,,,,
torpiller,"1,21",0,C2,,,,,,,,,,,,,,,
ensuivre,"1,2","0,52",C2,,,X,,,,,,,,,,,,
glaner,"1,2",0,C2,,,,,,,,,,,,,,,
jubiler,"1,2","0,01",C2,,,,,,,,,,,,,,,
rémunérer,"1,2","0,12",B1,,,X,,,,,,,,,,,,
copuler,"1,19","0,01",C2,,,,,,,,,,,,,,,
inculquer,"1,19","0,01",C2,,,,,,,,,,,,,,,
pivoter,"1,19",0,C2,,,,,,,,,,,,,,,X
proscrire,"1,19","0,35",C2,,,X,,,,,,,,,,,,
pâlir,"1,19","0,31",C1,,,,,,,,,,,,,,,
sponsoriser,"1,19","0,04",C2,,,,,,,,,,,,,,,X
spécifier,"1,19",0,B2,,,,,,,X,,,,,,,,
anesthésier,"1,18",0,C2,,,,,,,,,,,,,X,,
ausculter,"1,18",0,C2,,,,,,,,,,,,,X,,
dépecer,"1,18","0,47",C2,,,,,,,,,,,,X,,,
mollir,"1,18","0,03",C2,,,,,,,,,,,,,,,
relater,"1,18","0,03",C2,,,,,,,,,,,,,,,
attenter,"1,17",0,C2,,,X,,,,,,,,,,,,
butter,"1,17","0,32",C2,,,,,,,,,,,,X,,,
déshydrater,"1,17","0,01",C1,,,,,,,,,X,,,,,,
empiéter,"1,17","0,28",C2,,,,,,,,,,,,,,,
farfouiller,"1,17",0,C2,,X,,,,,,,,,,,,,
immortaliser,"1,17","0,01",C2,,,,,,,,,,,,,,,
jauger,"1,17","0,14",C2,,,,,,,,,,,X,,,,
desservir,"1,16",0,B1,,,,,,,,,,,,X,,,
exempter,"1,16","0,09",C2,,,,,,,,,,,,,,,
ravoir,"1,16","1,16",C2,X,X,,,,,,,,,,,,,
tapoter,"1,16","0,11",C2,,,,,,,X,,,,,,,,
tourbillonner,"1,16",0,C2,,,,,,,,,,,,,,,
acquiescer,"1,15","0,33",C2,,,X,,,,,,,,,,,,
charcuter,"1,15",0,C2,,X,,,,,,,,,,X,,,
coltiner,"1,15",0,C2,,X,,,,,,,,X,,,,,
comprimer,"1,15","0,14",C2,,,,,,,,,X,,,,X,,
flâner,"1,15",0,C2,,,,,,,,,,,,,,X,
