lemme,freqlemfilms2,freqfilms2,CECRL,TO_REMOVE,Category_Informal,Category_Formal,Category_Top100,Category_Top500,Category_Administrative_Legal,Category_Office_Work,Category_Customer_Service,Category_Manufacturing_Industry,Category_Construction_Work,Category_Maintenance_Repair,Category_Cooking_Catering,Category_Health_Medical,Category_Tourism_Hospitality,Category_Sports
collapser,"0,02",0,C2,X,,,,,,,,,,,,,,
coloriser,"0,02","0,02",C2,,,,,,,,,,,,,,,
couder,"0,02","0,02",C2,X,,,,,,,,,X,,,,,
couperoser,"0,02","0,01",C2,X,,,,,,,,,,,,,,
courailler,"0,02","0,02",C2,X,X,,,,,,,,,,,,,
crachoter,"0,02",0,C2,,,,,,,,,,,,,,,
craqueter,"0,02","0,02",C2,X,,,,,,,,,,,,,,
cybernétiser,"0,02","0,02",C2,X,,,,,,,,,,,,,,
cylindrer,"0,02","0,01",C2,X,X,,,,,,,X,,,,,,
dauber,"0,02","0,02",C2,X,X,,,,,,,,,,,,,
densifier,"0,02","0,02",C2,,,,,,,,,,X,,,,,
différentier,"0,02","0,02",C2,,,,,,,,,,,,,,,
digresser,"0,02",0,C2,,,,,,,,,,,,,,,
doucir,"0,02",0,C2,X,,,,,,,,X,,,,,,
déboulonner,"0,02","0,02",C2,,,,,,,,,,,X,,,,
débourrer,"0,02","0,02",C2,X,,,,,,,,,,,,,,
débronzer,"0,02","0,02",C2,X,,,,,,,,,,,,,,
décaniller,"0,02",0,C2,,X,,,,,,,,,,,,,
décompliquer,"0,02",0,C2,X,,,,,,,,,,,,,,
décrédibiliser,"0,02","0,02",C2,X,,,,,,,,,,,,,,
défausser,"0,02",0,C2,,,,,,,,,,,,,,,
déganter,"0,02","0,02",C2,X,,,,,,,,,,,,X,,
dégrouiller,"0,02","0,01",C2,,X,,,,,,,,,,,,,
déjuger,"0,02","0,01",C2,,,,,,,,,,,,,,,
démarier,"0,02",0,C2,,,,,,,,,,,,,,,
déminer,"0,02","0,02",C2,,,,,,,,,,,,,,,
démériter,"0,02","0,02",C2,,,X,,,,,,,,,,,,
désenchanter,"0,02","0,01",C2,,,,,,,,,,,,,,,
désennuyer,"0,02",0,C2,,,,,,,,,,,,,,,
désillusionner,"0,02",0,C2,,,,,,,,,,,,,,,
désincarner,"0,02",0,C2,,,,,,,,,,,,,,,
dévider,"0,02",0,C2,,,,,,,,,X,,,,,,
embrigader,"0,02","0,02",C2,,,,,,,,,,,,,,,
empeser,"0,02",0,C2,X,,,,,,,,X,,,,,,
emplumer,"0,02",0,C2,X,X,,,,,,,,,,,,,
empoissonner,"0,02","0,01",C2,X,,,,,,,,,,,,,,
empoussiérer,"0,02",0,C2,X,,,,,,,,,,,,,,
enamourer,"0,02",0,C2,X,,X,,,,,,,,,,,,
encrypter,"0,02","0,01",C2,X,,,,,,,,,,,,,,
enrailler,"0,02","0,01",C2,X,,,,,,,,,X,,,,,
entoiler,"0,02","0,01",C2,X,,,,,,,,,,,,,,
entôler,"0,02","0,02",C2,X,X,,,,,,,,,,,,,
excentrer,"0,02","0,02",C2,X,,,,,,,,X,,,,,,
expectorer,"0,02","0,01",C2,X,,,,,,,,,,,,X,,
fanatiser,"0,02","0,01",C2,X,,,,,,,,,,,,,,
farter,"0,02","0,01",C2,X,,,,,,,,,,,,,,X
filocher,"0,02",0,C2,X,X,,,,,,,,,,,,,
fissionner,"0,02",0,C2,X,,,,,,,,,,,,,,
flemmer,"0,02","0,02",C2,X,X,,,,,,,,,,,,,
flécher,"0,02","0,01",C2,X,,,,,,,,,,,,,,
froufrouter,"0,02","0,01",C2,X,X,,,,,,,,,,,,,
gauchir,"0,02","0,02",C2,X,,,,,,,,,,,,,,
gazéifier,"0,02","0,01",C2,X,,,,,,,,X,,,,,,
glavioter,"0,02",0,C2,X,X,,,,,,,,,,,,,
guillocher,"0,02","0,01",C2,X,,,,,,,,X,,,,,,
hiverner,"0,02","0,01",C2,X,,,,,,,,,,,,,,
infatuer,"0,02",0,C2,X,,X,,,,,,,,,,,,
innerver,"0,02","0,01",C2,X,,,,,,,,,,,,X,,
interpénétrer,"0,02",0,C2,X,,,,,,,,,,,,,,
javelliser,"0,02","0,01",C2,X,,,,,,,,,,X,,,,
lamer,"0,02","0,02",C2,X,,,,,,,,,,,,,,
lambrisser,"0,02",0,C2,X,,,,,,,,,X,,,,,
lofer,"0,02",0,C2,X,,,,,,,,,,,,,,
loguer,"0,02",0,C2,X,,,,,,,,,,,,,,
mailler,"0,02","0,01",C2,X,,,,,,,,X,,,,,,
maniller,"0,02","0,01",C2,X,,,,,,,,,,,,,,
marivauder,"0,02","0,02",C2,X,,X,,,,,,,,,,,,
marqueter,"0,02",0,C2,X,,,,,,,,X,,,,,,
masculiniser,"0,02","0,02",C2,,,,,,,,,,,,,,,
merceriser,"0,02",0,C2,X,,,,,,,,X,,,,,,
modéliser,"0,02","0,01",C2,,,,,,,,,X,,,,,,
mollarder,"0,02","0,01",C2,X,X,,,,,,,,,,,,,
multiplexer,"0,02","0,02",C2,X,,,,,,,,X,,,,,,
métaboliser,"0,02","0,01",C2,X,,,,,,,,,,,,X,,
nover,"0,02",0,C2,X,,X,,,,,,,,,,,,
opiniâtrer,"0,02","0,01",C2,X,,X,,,,,,,,,,,,
ourler,"0,02","0,02",C2,X,,,,,,,,X,,,,,,
ouvrer,"0,02","0,02",C2,X,,X,,,,,,,,,,,,
palmer,"0,02",0,C2,X,,,,,,,,,,,,,,X
papouiller,"0,02",0,C2,X,X,,,,,,,,,,,,,
pauser,"0,02",0,C2,X,X,,,,,,,,,,,,,
peinturer,"0,02",0,C2,X,,,,,,,,,X,,,,,
pensionner,"0,02","0,01",C2,X,,,,,,,,,,,,,,
piauler,"0,02","0,01",C2,,X,,,,,,,,,,,,,
plastronner,"0,02","0,02",C2,,X,,,,,,,,,,,,,
pleuviner,"0,02",0,C2,X,,,,,,,,,,,,,,
plébisciter,"0,02",0,C2,,,,,,,,,,,,,,,
poiroter,"0,02",0,C2,,X,,,,,,,,,,,,,
polliniser,"0,02",0,C2,,,,,,,,,,,,,,,
pommader,"0,02",0,C2,X,,,,,,,,,,,,X,,
ponctionner,"0,02",0,C2,,,,,,,,,X,,,,X,,
poter,"0,02","0,01",C2,X,,,,,,,,,,,,,,
préfigurer,"0,02","0,02",C2,,,,,,,,,,,,,,,
préétablir,"0,02",0,C2,,,,,,,,,,,,,,,
pucher,"0,02","0,02",C2,X,,,,,,,,,,,,,,
radicaliser,"0,02",0,C2,,,,,,,,,,,,,,,
rapprendre,"0,02","0,01",C2,X,,,,,,,,,,,,,,
rasséréner,"0,02","0,02",C2,,,X,,,,,,,,,,,,
ravigoter,"0,02","0,01",C2,,X,,,,,,,,,,X,,,
resigner,"0,02","0,02",C2,,,,,,,,,,,,,,,
rebrosser,"0,02",0,C2,X,,,,,,,,,,,,,,
recacher,"0,02",0,C2,X,,,,,,,,,,,,,,
rechasser,"0,02","0,02",C2,X,,,,,,,,,,,,,,
reconvoquer,"0,02","0,02",C2,,,,,,,,,,,,,,,
recuire,"0,02","0,01",C2,,,,,,,,,,,,X,,,
reculotter,"0,02","0,02",C2,X,X,,,,,,,,,,,,,
recéler,"0,02","0,02",C2,X,,,,,,,,,,,,,,
remixer,"0,02","0,02",C2,,,,,,,,,,,,,,,
remouiller,"0,02",0,C2,,,,,,,,,,,,,,,
ressemeler,"0,02","0,02",C2,,,,,,,,,,,X,,,,
revalider,"0,02","0,02",C2,,,,,,,,,,,,,,,
rinker,"0,02",0,C2,X,,,,,,,,,,,,,,
rober,"0,02",0,C2,X,,,,,,,,,,,,,,
roidir,"0,02","0,02",C2,X,,,,,,,,,,,,,,
rutiler,"0,02","0,02",C2,,,X,,,,,,,,,,,,
réassimiler,"0,02","0,02",C2,X,,,,,,,,,,,,,,
réassurer,"0,02","0,01",C2,,,,,,,,,,,,,,,
réendosser,"0,02",0,C2,X,,,,,,,,,,,,,,
réinjecter,"0,02","0,02",C2,,,,,,,,,X,,,,X,,
réinstaurer,"0,02","0,02",C2,,,,,,,,,,,,,,,
réverbérer,"0,02",0,C2,,,X,,,,,,,,,,,,
rééquiper,"0,02","0,02",C2,,,,,,,,,,,X,,,,
réétudier,"0,02","0,02",C2,,,,,,,,,,,,,,,
satelliser,"0,02","0,01",C2,,,,,,,,,,,,,,,
scarifier,"0,02","0,01",C2,,,,,,,,,,X,,,X,,
scratcher,"0,02","0,02",C2,,X,,,,,,,,,,,,,
sexualiser,"0,02","0,02",C2,,,,,,,,,,,,,,,
skipper,"0,02",0,C2,X,X,,,,,,,,,,,,X,X
souffleter,"0,02","0,02",C2,X,,X,,,,,,,,,,,,
soufrer,"0,02","0,01",C2,X,,,,,,,,,,,,,,
sous-exposer,"0,02","0,02",C2,X,,,,,,,,,,,,,,
squeezer,"0,02",0,C2,X,X,,,,,,,,,,X,,,
stranguler,"0,02","0,02",C2,,,,,,,,,,,,,,,
subdiviser,"0,02","0,01",C2,,,,,,,,,,,,,,,
suggestionner,"0,02","0,01",C2,X,,X,,,,,,,,,,,,
syncoper,"0,02","0,01",C2,X,,,,,,,,,,,,X,,
syndicaliser,"0,02",0,C2,,,,,,,,,,,,,,,
taller,"0,02","0,01",C2,X,,,,,,,,,,,,,,
tigrer,"0,02","0,01",C2,X,,,,,,,,,,,,,,
tiper,"0,02","0,02",C2,X,X,,,,,,,,,,,,,
tire-bouchonner,"0,02","0,01",C2,X,,,,,,,,,,,,,,
tisonner,"0,02","0,02",C2,X,,,,,,,,,,,,,,
touer,"0,02","0,02",C2,X,,,,,,,,,,,,,,
transborder,"0,02",0,C2,,,,,,,,,,,,,,,
trisser,"0,02",0,C2,X,X,,,,,,,,,,,,,
truster,"0,02",0,C2,,,,,,,,,,,,,,,
télexer,"0,02","0,01",C2,X,,,,,,X,,,,,,,,
téléfaxer,"0,02",0,C2,X,,,,,,X,,,,,,,,
urbaniser,"0,02",0,C2,X,,,,,,,,,X,,,,,
vaser,"0,02",0,C2,X,,,,,,,,,,,,,,
vaseliner,"0,02","0,01",C2,X,X,,,,,,,,,,,,,
vitupérer,"0,02",0,C2,X,,X,,,,,,,,,,,,
vocaliser,"0,02","0,02",C2,X,,,,,,,,,,,,,,
voussoyer,"0,02","0,01",C2,X,,,,,,,X,,,,,,,
vêler,"0,02",0,C2,X,,,,,,,,,,,,,,
zézayer,"0,02",0,C2,X,,,,,,,,,,,,,,
éberluer,"0,02",0,C2,X,,,,,,,,,,,,,,
échantillonner,"0,02","0,01",C2,X,,,,,,,,X,,,,,,
émarger,"0,02","0,01",C2,X,,,,,,,,,,,,,,
émonder,"0,02",0,C2,X,,,,,,,,,,X,,,,
émoudre,"0,02","0,02",C2,X,,X,,,,,,,,X,,,,
épeurer,"0,02","0,02",C2,X,,,,,,,,,,,,,,
étalonner,"0,02",0,C2,X,,,,,,,,X,,,,,,
abracadabrer,"0,02","0,02",C2,X,,,,,,,,,,,,,,
abricoter,"0,02","0,02",C2,X,X,,,,,,,,,,,,,
abêtir,"0,02",0,C2,X,,,,,,,,,,,,,,
achalander,"0,01","0,01",C2,X,,,,,,,X,,,,,,,
achaler,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
achopper,"0,01",0,C2,X,,X,,,,,,,,,,,,
adorner,"0,01",0,C2,X,,X,,,,,,,,,X,,,
adultérer,"0,01","0,01",C2,X,,X,,,,,,,,,,,,
affadir,"0,01",0,C2,X,,,,,,,,,,,,,,
agglomérer,"0,01",0,C2,X,,,,,,,,X,,,,,,
aguiller,"0,01",0,C2,X,,,,,,,,,,,,,,
ahaner,"0,01",0,C2,X,,X,,,,,,,,,,,,
anthropomorphiser,"0,01",0,C2,X,,,,,,,,,,,,,,
antidater,"0,01","0,01",C2,X,,,,,,,,,,,,,,
apurer,"0,01",0,C2,X,,,,,,,,,,,,,,
arquebuser,"0,01","0,01",C2,X,,X,,,,,,,,,,,,
ascensionner,"0,01",0,C2,X,,,,,,,,,,,,,,X
auditer,"0,01",0,C2,X,,,,,,,,,,,,,,
autocensurer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
autocritiquer,"0,01",0,C2,X,,,,,,,,,,,,,,
autographier,"0,01","0,01",C2,X,,,,,,,,,,,,,,
autolimiter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
autoréguler,"0,01","0,01",C2,X,,,,,X,,,,,,,,,
aviner,"0,01",0,C2,X,X,,,,,,,,,,,,,
avitailler,"0,01","0,01",C2,X,,,,,,,,,,X,,,,
bambocher,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
bancher,"0,01",0,C2,X,,,,,,,,,X,,,,,
biologiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
bitumer,"0,01",0,C2,,,,,,,,,,X,,,,,
bobiner,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
boucharder,"0,01","0,01",C2,X,,,,,,,,,X,,,,,
bouffonner,"0,01",0,C2,X,,,,,,,,,,,,,,
brayer,"0,01",0,C2,X,,,,,,,,,X,,,,,
brancarder,"0,01",0,C2,X,,,,,,,,,,,,X,,
bringuebaler,"0,01",0,C2,X,X,,,,,,,,,,,,,
brocarder,"0,01","0,01",C2,X,,X,,,,,,,,,,,,
bruiter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
bugner,"0,01",0,C2,X,X,,,,,,,,,,,,,
cabotiner,"0,01",0,C2,X,X,,,,,,,,,,,,,
caguer,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
canneler,"0,01","0,01",C2,X,,,,,,,,,,,X,,,
canonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
canoter,"0,01",0,C2,X,,,,,,,,,,,,,,X
caoutchouter,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
carmer,"0,01",0,C2,X,,,,,,,,,,,,,,
caréner,"0,01",0,C2,X,,,,,,,,,,X,,,,
caserner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
chalouper,"0,01","0,01",C2,X,,,,,,,,,,,,,,
chansonner,"0,01",0,C2,X,,,,,,,,,,,,,,
charpenter,"0,01",0,C2,,,,,,,,,,X,,,,,
chatonner,"0,01",0,C2,X,,,,,,,,,,,,,,
chosifier,"0,01","0,01",C2,X,,X,,,,,,,,,,,,
chroniquer,"0,01",0,C2,X,,,,,,,,,,,,,,
citronner,"0,01","0,01",C2,X,,,,,,,,,,,X,,,
clabauder,"0,01",0,C2,X,X,,,,,,,,,,,,,
claboter,"0,01",0,C2,X,X,,,,,,,,,,,,,
cliver,"0,01",0,C2,X,,,,,,,,,,,,,,
colérer,"0,01",0,C2,X,,,,,,,,,,,,,,
commissionner,"0,01",0,C2,X,,,,,,,,,,,,,,
comparoir,"0,01","0,01",C2,X,,X,,,,,,,,,,,,
compisser,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
contextualiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
contrebraquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
contremander,"0,01",0,C2,X,,,,,,,,,,,,,,
coprésider,"0,01","0,01",C2,X,,,,,,X,,,,,,,,
coqueter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
corréler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
coupailler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
crapoter,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
crocher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
crémer,"0,01","0,01",C2,X,X,,,,,,,,,,X,,,
crétiniser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
curariser,"0,01","0,01",C2,X,,,,,,,,,,,,X,,
cureter,"0,01",0,C2,X,,,,,,,,,,,,X,,
desquamer,"0,01","0,01",C2,X,,,,,,,,,,,,X,,
dessertir,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
difracter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
diligenter,"0,01","0,01",C2,X,,X,,,,,,,,,,,,
dissimiler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dissoner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
doublonner,"0,01","0,01",C2,X,,,,,,X,,,,,,,,
dracher,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
drosser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
débagouler,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
déballonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
débarrer,"0,01","0,01",C2,X,,,,,,,,,,X,,,,
débraguetter,"0,01",0,C2,X,X,,,,,,,,,,,,,
décabosser,"0,01",0,C2,X,,,,,,,,,,X,,,,
décacheter,"0,01",0,C2,X,,,,,,X,,,,,,,,
décatir,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
déchouer,"0,01",0,C2,X,,,,,,,,,,X,,,,
décliquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déclore,"0,01",0,C2,X,,X,,,,,,,,,,,,
décolérer,"0,01",0,C2,X,,,,,,,,,,,,,,
décomprimer,"0,01","0,01",C2,X,,,,,,,,,,,,X,,
déconditionner,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
déconstiper,"0,01","0,01",C2,X,X,,,,,,,,,,,X,,
déconstruire,"0,01",0,C2,X,,,,,,,,,,,X,,,
décorner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
décriminaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
décrêper,"0,01",0,C2,X,,,,,,,,,,,,,,
défalquer,"0,01","0,01",C2,X,,,,,,X,,,,,,,,
déficeler,"0,01",0,C2,X,,,,,,,,,,,,,,
défiscaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déféminiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dégazer,"0,01",0,C2,X,,,,,,,,X,,,,,,
dégrossir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dégréer,"0,01","0,01",C2,X,,,,,,,,,,X,,,,
délabyrinther,"0,01","0,01",C2,X,,,,,,,,,,,,,,
démâter,"0,01",0,C2,X,,,,,,,,,,X,,,,
dénazifier,"0,01","0,01",C2,X,,,,,,,,,,,,,,
dépieuter,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
dépigmenter,"0,01","0,01",C2,X,,,,,,,,,,,,X,,
déplisser,"0,01",0,C2,X,,,,,,,,,,,,,,
déplâtrer,"0,01","0,01",C2,,,,,,,,,,,,,X,,
dépolir,"0,01","0,01",C2,,,,,,,,,X,,,,,,
dépoudrer,"0,01",0,C2,X,,,,,,,,,,,,,,
déprendre,"0,01",0,C2,X,,X,,,,,,,,,,,,
dépénaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déqualifier,"0,01",0,C2,X,,,,,,,,,,,,,,
dérayer,"0,01","0,01",C2,X,,,,,,,,,,X,,,,
déréguler,"0,01",0,C2,X,,,,,,,,,,,,,,
désaccoupler,"0,01","0,01",C2,X,,,,,,,,,,X,,,,
désadopter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désargenter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
déscolariser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désembrouiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désenrouler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désincarcérer,"0,01","0,01",C2,X,,,,,,,,,,,,X,,
désincruster,"0,01","0,01",C2,X,,,,,,,,,,X,,,,
désinformer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désinhiber,"0,01","0,01",C2,X,,,,,,,,,,,,X,,
désinsectiser,"0,01","0,01",C2,X,,,,,,,,,,X,,,,
désintellectualiser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
désopiler,"0,01","0,01",C2,X,,X,,,,,,,,,,,X,
déstocker,"0,01","0,01",C2,X,,,,,,X,,,,,,,,
désynchroniser,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
désépaissir,"0,01","0,01",C2,X,,,,,,,,,,,,,,
détalonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
détordre,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
déventer,"0,01","0,01",C2,X,,,,,,,,,,,,,,X
dévirginiser,"0,01",0,C2,X,X,,,,,,,,,,,,,
ecchymoser,"0,01","0,01",C2,X,,,,,,,,,,,,X,,
efflanquer,"0,01","0,01",C2,X,,X,,,,,,,,,,,,
effranger,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
emberlificoter,"0,01",0,C2,X,X,,,,,,,,,,,,,
emboucher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
embraquer,"0,01",0,C2,X,,,,,,,,,,,,,X,
empanacher,"0,01",0,C2,X,,,,,,,,,,,,,,
emplafonner,"0,01",0,C2,X,X,,,,,,,,,,,,,
enceinter,"0,01",0,C2,X,,,,,,,,,,,,,,
encliqueter,"0,01","0,01",C2,X,,,,,,,,,,X,,,,
englacer,"0,01","0,01",C2,,,,,,,,,,,,X,,,
englander,"0,01","0,01",C2,X,,,,,,,,,,,,,,
enjuiver,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
enkyster,"0,01","0,01",C2,X,,,,,,,,,,,,X,,
entredéchirer,"0,01","0,01",C2,X,,X,,,,,,,,,,,,
entredévorer,"0,01",0,C2,X,,X,,,,,,,,,,,,
entremettre,"0,01","0,01",C2,X,,X,,,,,,,,,,,,
enturbanner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
envaser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
escher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
ester,"0,01",0,C2,X,,X,,,,,,,,,,,,
estrapasser,"0,01",0,C2,X,X,,,,,,,,,,,,,
exfolier,"0,01",0,C2,X,,,,,,,,,,,,X,,
fader,"0,01","0,01",C2,X,,,,,,,,,,,,,,
fendiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
fileter,"0,01","0,01",C2,X,,,,,,,,X,,,X,,,
flagorner,"0,01","0,01",C2,X,,X,,,,,,,,,,,,
fleureter,"0,01",0,C2,X,,X,,,,,,,,,,,,
fluxer,"0,01",0,C2,X,,,,,,,,X,,,,,,
fraser,"0,01",0,C2,X,,,,,,,,X,,,,,,
fricasser,"0,01",0,C2,X,,,,,,,,,,,X,,,
frisotter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
fréter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
fuiter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
fuseler,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
galonner,"0,01",0,C2,X,,,,,,,,,,,,,,
gendarmer,"0,01",0,C2,X,X,,,,,,,,,,,,,
globaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
godailler,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
gonder,"0,01",0,C2,X,,,,,,,,,,,,,,
gouacher,"0,01","0,01",C2,X,,,,,,,,,,,,,,
gougnotter,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
graffiter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
grattouiller,"0,01",0,C2,X,X,,,,,,,,,,,,,
grincher,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
grognonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
grouiner,"0,01",0,C2,X,X,,,,,,,,,,,,,
hiérarchiser,"0,01",0,C2,X,,,,,,X,,,,,,,,
homogénéiser,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
hotter,"0,01",0,C2,X,,,,,,,,,,,,,,
hybrider,"0,01","0,01",C2,X,,,,,,,,,,,,,,
hâler,"0,01",0,C2,X,,,,,,,,,,,,,,
hélitreuiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
impersonnaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
impulser,"0,01","0,01",C2,X,,,,,,X,,,,,,,,
individualiser,"0,01",0,C2,X,,,,,,,,,,,,,,
inférioriser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
instrumenter,"0,01","0,01",C2,X,,,,,,,,,,,,X,,
interjeter,"0,01","0,01",C2,X,,X,,,,,,,,,,,,
interpoler,"0,01","0,01",C2,X,,,,,,,,,,,,,,
introspecter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
iriser,"0,01",0,C2,X,,,,,,,,,,,,,,
islamiser,"0,01",0,C2,X,,,,,,,,,,,,,,
japoniser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
jogger,"0,01","0,01",C2,X,,,,,,,,,,,,,,X
jointer,"0,01",0,C2,X,X,,,,,,,,X,,,,,
maronner,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
matcher,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
mazer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
maçonner,"0,01","0,01",C2,,,,,,,,,,X,,,,,
merdouiller,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
michetonner,"0,01",0,C2,X,X,,,,,,,,,,,,,
mignoter,"0,01",0,C2,X,X,,,,,,,,,,,,,
minimaliser,"0,01",0,C2,X,,,,,,,,,,,,,,
molletonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
mortaiser,"0,01","0,01",C2,X,,,,,,,,,X,,,,,
moutonner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
musquer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
nasiller,"0,01","0,01",C2,X,,,,,,,,,,,,,,
nervurer,"0,01","0,01",C2,X,,,,,,,,X,,,,,,
nidifier,"0,01",0,C2,X,,,,,,,,,,,,,,
nitrater,"0,01",0,C2,X,,,,,,,,X,,,,,,
nocer,"0,01",0,C2,X,X,,,,,,,,,,,,,
non-savoir,"0,01",0,C2,X,,,,,,,,,,,,,,
noyauter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
nuer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
occidentaliser,"0,01","0,01",C2,X,,,,,,,,,,,,,,
onder,"0,01","0,01",C2,X,,,,,,,,,,,,,,
ondoyer,"0,01",0,C2,X,,X,,,,,,,,,,,,
opiacer,"0,01",0,C2,X,,,,,,,,,,,,X,,
ornementer,"0,01","0,01",C2,X,,,,,,,,,X,,,,,
paginer,"0,01","0,01",C2,X,,,,,,X,,,,,,,,
pailler,"0,01",0,C2,X,,,,,,,,,,,,,,
palanquer,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
pantoufler,"0,01",0,C2,X,,,,,,,,,,,,,,
parafer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
parcheminer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
partouser,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
passementer,"0,01",0,C2,X,,,,,,,,X,,,,,,
pastiller,"0,01","0,01",C2,X,,,,,,,,X,,,,X,,
patenter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
pendiller,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
percoler,"0,01",0,C2,X,,,,,,,,X,,,X,,,
persiller,"0,01","0,01",C2,X,,,,,,,,,,,X,,,
pifer,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
pigner,"0,01",0,C2,X,X,,,,,,,,,,,,,
pionner,"0,01","0,01",C2,X,,,,,,,,,,,,,,
piquouser,"0,01",0,C2,X,X,,,,,,,,,,,X,,
piéter,"0,01","0,01",C2,X,,,,,,,,,,,,,,
plucher,"0,01","0,01",C2,X,X,,,,,,,,,,X,,,
potentialiser,"0,01","0,01",C2,X,,X,,,,,,,,,,X,,
potiner,"0,01","0,01",C2,X,X,,,,,,,,,,,,,
préchauffer,"0,01",0,C2,X,,,,,,,,,,,X,,,
préexister,"0,01","0,01",C2,X,,,,,,,,,,,,,,
préfixer,"0,01","0,01",C2,X,,,,,,,,,,,,,,
prélaver,"0,01",0,C2,X,,,,,,,,,,,,,,
prépayer,"0,01","0,01",C2,X,,,,,,X,,,,,,,,
